code,date,value
MKPRU,5/19/2013,122.65
MKTCP,5/19/2013,1370877559
MWNTD,5/19/2013,5803
MWNUS,5/19/2013,278632
MWTRV,5/19/2013,43336.632
NADDU,5/19/2013,56966
NETDF,5/19/2013,-460958.001
NTRAN,5/19/2013,50093
NTRAT,5/19/2013,18145742
NTRBL,5/19/2013,324
NTREP,5/19/2013,22790
TOTBC,5/19/2013,11177150
TOUTV,5/19/2013,469681.0902
TRFEE,5/19/2013,49.0746
TRFUS,5/19/2013,6019.0052
TRVOU,5/19/2013,1983151.43
TVTVR,5/19/2013,6.2027
ATRCT,5/20/2013,8.8833
AVBLS,5/20/2013,0.181
BCDDC,5/20/2013,3955135507
BCDDE,5/20/2013,2177603
BCDDM,5/20/2013,1598415
BCDDW,5/20/2013,1957076
BCDDY,5/20/2013,824764
BLCHS,5/20/2013,8237.9521
CPTRA,5/20/2013,8.167
CPTRV,5/20/2013,2.5287
DIFF,5/20/2013,11187257.46
ETRAV,5/20/2013,148971
ETRVU,5/20/2013,18248895
HRATE,5/20/2013,82.8621
MIOPM,5/20/2013,58
MIREV,5/20/2013,398718.8839
MKPRU,5/20/2013,122.5
MKTCP,5/20/2013,1363405986
MWNTD,5/20/2013,6273
MWNUS,5/20/2013,280219
MWTRV,5/20/2013,78490.1706
NADDU,5/20/2013,63976
NETDF,5/20/2013,-417123.5293
NTRAN,5/20/2013,48821
NTRAT,5/20/2013,18111167
NTRBL,5/20/2013,378.4574
NTREP,5/20/2013,25688
TOTBC,5/20/2013,11176375
TOUTV,5/20/2013,669674.3383
TRFEE,5/20/2013,43.4555
TRFUS,5/20/2013,5301.1339
TRVOU,5/20/2013,1779133.885
TVTVR,5/20/2013,7.4248
ATRCT,5/21/2013,8.5667
AVBLS,5/21/2013,0.1507
BCDDC,5/21/2013,3957004387
BCDDE,5/21/2013,1868880
BCDDM,5/21/2013,1314378
BCDDW,5/21/2013,1611673
BCDDY,5/21/2013,584350
BLCHS,5/21/2013,7440
CPTRA,5/21/2013,9.5534
CPTRV,5/21/2013,3.0422
DIFF,5/21/2013,11187257.46
ETRAV,5/21/2013,138220
ETRVU,5/21/2013,16951340
HRATE,5/21/2013,82.8621
MIOPM,5/21/2013,57
MIREV,5/21/2013,515701.2
MKPRU,5/21/2013,122.02
MKTCP,5/21/2013,1371731466
MWNTD,5/21/2013,6273
MWNUS,5/21/2013,281617
MWTRV,5/21/2013,0
NADDU,5/21/2013,67890
NETDF,5/21/2013,-451045.8702
NTRAN,5/21/2013,53981
NTRAT,5/21/2013,18254387
NTRBL,5/21/2013,304
NTREP,5/21/2013,53932
TOTBC,5/21/2013,11185025
TOUTV,5/21/2013,674482.9495
TRFEE,5/21/2013,55.0781
TRFUS,5/21/2013,6754.7778
TRVOU,5/21/2013,2103682.149
TVTVR,5/21/2013,10.2572
ATRCT,5/22/2013,8.0333
AVBLS,5/22/2013,0.1553
BCDDC,5/22/2013,3959140123
BCDDE,5/22/2013,2135736
BCDDM,5/22/2013,1464536
BCDDW,5/22/2013,1897397
BCDDY,5/22/2013,544195
BLCHS,5/22/2013,7465
CPTRA,5/22/2013,9.3478
CPTRV,5/22/2013,2.4687
DIFF,5/22/2013,11187257.46
ETRAV,5/22/2013,162032.1868
ETRVU,5/22/2013,19881349.33
HRATE,5/22/2013,89.5356
MIOPM,5/22/2013,58
MIREV,5/22/2013,512482.26
MKPRU,5/22/2013,125.67
MKTCP,5/22/2013,1406127914
MWNTD,5/22/2013,8596
MWNUS,5/22/2013,283029
MWTRV,5/22/2013,108469.4129
NADDU,5/22/2013,65171
NETDF,5/22/2013,-502201.2222
NTRAN,5/22/2013,54824
NTRAT,5/22/2013,18309211
NTRBL,5/22/2013,340
NTREP,5/22/2013,27539
TOTBC,5/22/2013,11189050
TOUTV,5/22/2013,669637.3555
TRFEE,5/22/2013,53.4112
TRFUS,5/22/2013,6712.1804
TRVOU,5/22/2013,2969063.307
TVTVR,5/22/2013,8.0754
ATRCT,5/23/2013,7.7333
AVBLS,5/23/2013,0.1623
BCDDC,5/23/2013,3962034397
BCDDE,5/23/2013,2894274
BCDDM,5/23/2013,2162316
BCDDW,5/23/2013,2551749
BCDDY,5/23/2013,894889
BLCHS,5/23/2013,8312.379
CPTRA,5/23/2013,9.0948
CPTRV,5/23/2013,2.9306
DIFF,5/23/2013,11187257.46
ETRAV,5/23/2013,139597
ETRVU,5/23/2013,18356960
HRATE,5/23/2013,90.0917
MIOPM,5/23/2013,59
MIREV,5/23/2013,548198.0192
MKPRU,5/23/2013,131.5
MKTCP,5/23/2013,1376062500
MWNTD,5/23/2013,8596
MWNUS,5/23/2013,284200
MWTRV,5/23/2013,55833.0473
NADDU,5/23/2013,67558
NETDF,5/23/2013,-499109.5696
NTRAN,5/23/2013,59789
NTRAT,5/23/2013,18266162
NTRBL,5/23/2013,343.6149
NTREP,5/23/2013,28073
TOTBC,5/23/2013,11187500
TOUTV,5/23/2013,733232.7609
TRFEE,5/23/2013,56.4616
TRFUS,5/23/2013,6998.0192
TRVOU,5/23/2013,4850475.801
TVTVR,5/23/2013,5.8231
ATRCT,5/24/2013,7.9667
AVBLS,5/24/2013,0.1484
BCDDC,5/24/2013,3965022726
BCDDE,5/24/2013,2988329
BCDDM,5/24/2013,2257267
BCDDW,5/24/2013,2752411
BCDDY,5/24/2013,662608
BLCHS,5/24/2013,7515
CPTRA,5/24/2013,10.3493
CPTRV,5/24/2013,1.7875
DIFF,5/24/2013,11187257.46
ETRAV,5/24/2013,243637
ETRVU,5/24/2013,32328129
HRATE,5/24/2013,90.0917
MIOPM,5/24/2013,60
MIREV,5/24/2013,577864.95
MKPRU,5/24/2013,126.7
MKTCP,5/24/2013,1485783006
MWNTD,5/24/2013,8797
MWNUS,5/24/2013,285423
MWTRV,5/24/2013,0
NADDU,5/24/2013,68107
NETDF,5/24/2013,-527053.5528
NTRAN,5/24/2013,55836
NTRAT,5/24/2013,18420153
NTRBL,5/24/2013,338
NTREP,5/24/2013,55401
TOTBC,5/24/2013,11197400
TOUTV,5/24/2013,759741.6814
TRFEE,5/24/2013,55.9852
TRFUS,5/24/2013,7428.6796
TRVOU,5/24/2013,2797850.216
TVTVR,5/24/2013,3.7846
ATRCT,5/25/2013,7.6833
AVBLS,5/25/2013,0.1265
BCDDC,5/25/2013,3979888595
BCDDE,5/25/2013,14865869
BCDDM,5/25/2013,14164446
BCDDW,5/25/2013,14665280
BCDDY,5/25/2013,721295
BLCHS,5/25/2013,7535
CPTRA,5/25/2013,13.6302
CPTRV,5/25/2013,2.0415
DIFF,5/25/2013,12153411.71
ETRAV,5/25/2013,209317.9712
ETRVU,5/25/2013,27941855.97
HRATE,5/25/2013,97.268
MIOPM,5/25/2013,57
MIREV,5/25/2013,543560.6256
MKPRU,5/25/2013,134.047
MKTCP,5/25/2013,1501517529
MWNTD,5/25/2013,8797
MWNUS,5/25/2013,286595
MWTRV,5/25/2013,26838.7675
NADDU,5/25/2013,52307
NETDF,5/25/2013,-563138.3204
NTRAN,5/25/2013,39879
NTRAT,5/25/2013,18460032
NTRBL,5/25/2013,309
NTREP,5/25/2013,21292
TOTBC,5/25/2013,11201425
TOUTV,5/25/2013,391310.1538
TRFEE,5/25/2013,30.67
TRFUS,5/25/2013,4111.2277
TRVOU,5/25/2013,3067074.383
TVTVR,5/25/2013,8.4212
ATRCT,5/26/2013,9.4667
AVBLS,5/26/2013,0.1334
BCDDC,5/26/2013,3980854349
BCDDE,5/26/2013,965754
BCDDM,5/26/2013,622697
BCDDW,5/26/2013,849836
BCDDY,5/26/2013,215326
BLCHS,5/26/2013,8392.0753
CPTRA,5/26/2013,13.3953
CPTRV,5/26/2013,4.7867
DIFF,5/26/2013,12153411.71
ETRAV,5/26/2013,90814
ETRVU,5/26/2013,12042798
HRATE,5/26/2013,103.9137
MIOPM,5/26/2013,58
MIREV,5/26/2013,548644.8135
MKPRU,5/26/2013,132.61
MKTCP,5/26/2013,1478106514
MWNTD,5/26/2013,8961
MWNUS,5/26/2013,286595
MWTRV,5/26/2013,61828.4777
NADDU,5/26/2013,59395
NETDF,5/26/2013,-535427.9875
NTRAN,5/26/2013,40722
NTRAT,5/26/2013,18432573
NTRBL,5/26/2013,249.8282
NTREP,5/26/2013,23700
TOTBC,5/26/2013,11198625
TOUTV,5/26/2013,504337.0191
TRFEE,5/26/2013,31.5289
TRFUS,5/26/2013,4186.0635
TRVOU,5/26/2013,2246642.665
TVTVR,5/26/2013,3.0388
ATRCT,5/27/2013,7.6167
AVBLS,5/27/2013,0.153
BCDDC,5/27/2013,3982302655
BCDDE,5/27/2013,1448306
BCDDM,5/27/2013,1030522
BCDDW,5/27/2013,1264476
BCDDY,5/27/2013,239424
BLCHS,5/27/2013,7583
CPTRA,5/27/2013,9.5511
CPTRV,5/27/2013,2.4075
DIFF,5/27/2013,12153411.71
ETRAV,5/27/2013,170467
ETRVU,5/27/2013,21874484
HRATE,5/27/2013,103.9137
MIOPM,5/27/2013,57
MIREV,5/27/2013,526629.384
MKPRU,5/27/2013,133.5
MKTCP,5/27/2013,1438449538
MWNTD,5/27/2013,8961
MWNUS,5/27/2013,289335
MWTRV,5/27/2013,0
NADDU,5/27/2013,59658
NETDF,5/27/2013,-563883.6797
NTRAN,5/27/2013,55138
NTRAT,5/27/2013,18567547
NTRBL,5/27/2013,250
NTREP,5/27/2013,52758
TOTBC,5/27/2013,11209775
TOUTV,5/27/2013,666608.3738
TRFEE,5/27/2013,54.5659
TRFUS,5/27/2013,7001.954
TRVOU,5/27/2013,3113915.535
TVTVR,5/27/2013,5.3604
ATRCT,5/28/2013,7.6167
AVBLS,5/28/2013,0.1502
BCDDC,5/28/2013,3986555429
BCDDE,5/28/2013,4252774
BCDDM,5/28/2013,3396650
BCDDW,5/28/2013,3997489
BCDDY,5/28/2013,2485220
BLCHS,5/28/2013,7608
CPTRA,5/28/2013,10.0611
CPTRV,5/28/2013,2.0983
DIFF,5/28/2013,12153411.71
ETRAV,5/28/2013,200434.2224
ETRVU,5/28/2013,26008344.7
HRATE,5/28/2013,101.4971
MIOPM,5/28/2013,56
MIREV,5/28/2013,552544.7249
MKPRU,5/28/2013,129.9799
MKTCP,5/28/2013,1454586892
MWNTD,5/28/2013,10359
MWNUS,5/28/2013,290897
MWTRV,5/28/2013,144499.7275
NADDU,5/28/2013,66689
NETDF,5/28/2013,-512698.096
NTRAN,5/28/2013,54919
NTRAT,5/28/2013,18622466
NTRBL,5/28/2013,249
NTREP,5/28/2013,28087
TOTBC,5/28/2013,11209825
TOUTV,5/28/2013,771923.0077
TRFEE,5/28/2013,51.9432
TRFUS,5/28/2013,6751.5708
TRVOU,5/28/2013,1618565.514
TVTVR,5/28/2013,3.2464
ATRCT,5/29/2013,7.7667
AVBLS,5/29/2013,0.1601
BCDDC,5/29/2013,3990766299
BCDDE,5/29/2013,4210870
BCDDM,5/29/2013,3531748
BCDDW,5/29/2013,4002129
BCDDY,5/29/2013,444443
BLCHS,5/29/2013,8466.7322
CPTRA,5/29/2013,10.0852
CPTRV,5/29/2013,2.7978
DIFF,5/29/2013,12153411.71
ETRAV,5/29/2013,152657
ETRVU,5/29/2013,19997470
HRATE,5/29/2013,102.1012
MIOPM,5/29/2013,57
MIREV,5/29/2013,568010.4812
MKPRU,5/29/2013,130.9959
MKTCP,5/29/2013,1469538093
MWNTD,5/29/2013,10359
MWNUS,5/29/2013,292370
MWTRV,5/29/2013,62557.344
NADDU,5/29/2013,63212
NETDF,5/29/2013,-539164.1772
NTRAN,5/29/2013,55060
NTRAT,5/29/2013,18582894
NTRBL,5/29/2013,327.7381
NTREP,5/29/2013,26318
TOTBC,5/29/2013,11218200
TOUTV,5/29/2013,630011.5889
TRFEE,5/29/2013,52.1535
TRFUS,5/29/2013,6860.4812
TRVOU,5/29/2013,2792371.232
TVTVR,5/29/2013,12.1387
ATRCT,5/30/2013,7.7833
AVBLS,5/30/2013,0.1418
BCDDC,5/30/2013,3995726730
BCDDE,5/30/2013,4960431
BCDDM,5/30/2013,4361070
BCDDW,5/30/2013,4772383
BCDDY,5/30/2013,2042099
BLCHS,5/30/2013,7660
CPTRA,5/30/2013,10.3833
CPTRV,5/30/2013,2.7667
DIFF,5/30/2013,12153411.71
ETRAV,5/30/2013,169807
ETRVU,5/30/2013,21623328
HRATE,5/30/2013,102.1012
MIOPM,5/30/2013,57
MIREV,5/30/2013,598246.7026
MKPRU,5/30/2013,132.3
MKTCP,5/30/2013,1429125799
MWNTD,5/30/2013,9970
MWNUS,5/30/2013,293740
MWTRV,5/30/2013,0
NADDU,5/30/2013,63472
NETDF,5/30/2013,-547338.5622
NTRAN,5/30/2013,57616
NTRAT,5/30/2013,18737252
NTRBL,5/30/2013,272
NTREP,5/30/2013,57426
TOTBC,5/30/2013,11222850
TOUTV,5/30/2013,629587.8097
TRFEE,5/30/2013,48.9577
TRFUS,5/30/2013,6234.3085
TRVOU,5/30/2013,2538895.212
TVTVR,5/30/2013,7.1615
ATRCT,5/31/2013,7.05
AVBLS,5/31/2013,0.1224
BCDDC,5/31/2013,4004124131
BCDDE,5/31/2013,8397401
BCDDM,5/31/2013,7689059
BCDDW,5/31/2013,8097378
BCDDY,5/31/2013,6762628
BLCHS,5/31/2013,7684
CPTRA,5/31/2013,12.3034
CPTRV,5/31/2013,3.2846
DIFF,5/31/2013,12153411.71
ETRAV,5/31/2013,137619.3193
ETRVU,5/31/2013,17736377.88
HRATE,5/31/2013,119.6216
MIOPM,5/31/2013,56
MIREV,5/31/2013,644576.056
MKPRU,5/31/2013,129.1995
MKTCP,5/31/2013,1446152814
MWNTD,5/31/2013,9970
MWNUS,5/31/2013,294983
MWTRV,5/31/2013,34649.6572
NADDU,5/31/2013,59033
NETDF,5/31/2013,-585900.0395
NTRAN,5/31/2013,52390
NTRAT,5/31/2013,18789642
NTRBL,5/31/2013,314
NTREP,5/31/2013,24158
TOTBC,5/31/2013,11220925
TOUTV,5/31/2013,499558.6325
TRFEE,5/31/2013,39.3619
TRFUS,5/31/2013,5085.5415
TRVOU,5/31/2013,1577293.262
TVTVR,5/31/2013,7.6266
ATRCT,6/1/2013,6.5667
AVBLS,6/1/2013,0.1249
BCDDC,6/1/2013,4006750158
BCDDE,6/1/2013,2626027
BCDDM,6/1/2013,2086447
BCDDW,6/1/2013,2513695
BCDDY,6/1/2013,1242820
BLCHS,6/1/2013,8547.3126
CPTRA,6/1/2013,13.2403
CPTRV,6/1/2013,4.5177
DIFF,6/1/2013,12153411.71
ETRAV,6/1/2013,113863
ETRVU,6/1/2013,13732191
HRATE,6/1/2013,123.2465
MIOPM,6/1/2013,56
MIREV,6/1/2013,750633.183
MKPRU,6/1/2013,120.6029
MKTCP,6/1/2013,1354720652
MWNTD,6/1/2013,9689
MWNUS,6/1/2013,296314
MWTRV,6/1/2013,44804.2567
NADDU,6/1/2013,50677
NETDF,6/1/2013,-634451.736
NTRAN,6/1/2013,54311
NTRAT,6/1/2013,18749567
NTRBL,6/1/2013,254.9812
NTREP,6/1/2013,22684
TOTBC,6/1/2013,11232900
TOUTV,6/1/2013,437429.0798
TRFEE,6/1/2013,41.2506
TRFUS,6/1/2013,5542.683
TRVOU,6/1/2013,11628005.84
TVTVR,6/1/2013,7.8585
ATRCT,6/2/2013,6.9
AVBLS,6/2/2013,0.1164
BCDDC,6/2/2013,4009435082
BCDDE,6/2/2013,2684924
BCDDM,6/2/2013,2145574
BCDDW,6/2/2013,2509728
BCDDY,6/2/2013,280318
BLCHS,6/2/2013,7731
CPTRA,6/2/2013,12.1595
CPTRV,6/2/2013,2.9261
DIFF,6/2/2013,12153411.71
ETRAV,6/2/2013,180238
ETRVU,6/2/2013,21628574
HRATE,6/2/2013,123.2465
MIOPM,6/2/2013,53
MIREV,6/2/2013,632880.1055
MKPRU,6/2/2013,129.3
MKTCP,6/2/2013,1452329925
MWNTD,6/2/2013,9689
MWNUS,6/2/2013,297719
MWTRV,6/2/2013,0
NADDU,6/2/2013,51180
NETDF,6/2/2013,-609689.2456
NTRAN,6/2/2013,52048
NTRAT,6/2/2013,18892701
NTRBL,6/2/2013,285
NTREP,6/2/2013,49947
TOTBC,6/2/2013,11232250
TOUTV,6/2/2013,431875.3386
TRFEE,6/2/2013,49.5044
TRFUS,6/2/2013,5940.529
TRVOU,6/2/2013,818734.065
TVTVR,6/2/2013,1.181
ATRCT,6/3/2013,6.2
AVBLS,6/3/2013,0.1279
BCDDC,6/3/2013,4012575957
BCDDE,6/3/2013,3140875
BCDDM,6/3/2013,2368801
BCDDW,6/3/2013,2889065
BCDDY,6/3/2013,294249
BLCHS,6/3/2013,7757
CPTRA,6/3/2013,10.6572
CPTRV,6/3/2013,2.1717
DIFF,6/3/2013,12153411.71
ETRAV,6/3/2013,280301.4579
ETRVU,6/3/2013,34314504.48
HRATE,6/3/2013,126.8714
MIOPM,6/3/2013,53
MIREV,6/3/2013,640691.0718
MKPRU,6/3/2013,120.5666
MKTCP,6/3/2013,1355575834
MWNTD,6/3/2013,10248
MWNUS,6/3/2013,299174
MWTRV,6/3/2013,85818.6463
NADDU,6/3/2013,63518
NETDF,6/3/2013,-621059.5755
NTRAN,6/3/2013,60118
NTRAT,6/3/2013,18952819
NTRBL,6/3/2013,276
NTREP,6/3/2013,27841
TOTBC,6/3/2013,11243375
TOUTV,6/3/2013,730847.3374
TRFEE,6/3/2013,64.8901
TRFUS,6/3/2013,7823.5858
TRVOU,6/3/2013,2955801.576
TVTVR,6/3/2013,6.2479
ATRCT,6/4/2013,6.45
AVBLS,6/4/2013,0.1298
BCDDC,6/4/2013,4014944534
BCDDE,6/4/2013,2368577
BCDDM,6/4/2013,1836504
BCDDW,6/4/2013,2146540
BCDDY,6/4/2013,309751
BLCHS,6/4/2013,8625.0802
CPTRA,6/4/2013,11.576
CPTRV,6/4/2013,3.0288
DIFF,6/4/2013,15605632.68
ETRAV,6/4/2013,168716
ETRVU,6/4/2013,20651670
HRATE,6/4/2013,156.7036
MIOPM,6/4/2013,53
MIREV,6/4/2013,674785.5494
MKPRU,6/4/2013,122.4051
MKTCP,6/4/2013,1372056508
MWNTD,6/4/2013,10248
MWNUS,6/4/2013,300570
MWTRV,6/4/2013,73432.3321
NADDU,6/4/2013,67477
NETDF,6/4/2013,-625151.2217
NTRAN,6/4/2013,57622
NTRAT,6/4/2013,18909748
NTRBL,6/4/2013,270.5258
NTREP,6/4/2013,25027
TOTBC,6/4/2013,11243600
TOUTV,6/4/2013,674394.7271
TRFEE,6/4/2013,54.2127
TRFUS,6/4/2013,6671.2994
TRVOU,6/4/2013,1779222.864
TVTVR,6/4/2013,8.9559
ATRCT,6/5/2013,6.0667
AVBLS,6/5/2013,0.142
BCDDC,6/5/2013,4028989586
BCDDE,6/5/2013,14045052
BCDDM,6/5/2013,13495316
BCDDW,6/5/2013,13827195
BCDDY,6/5/2013,12486439
BLCHS,6/5/2013,7807
CPTRA,6/5/2013,9.6974
CPTRV,6/5/2013,2.7926
DIFF,6/5/2013,15605632.68
ETRAV,6/5/2013,160891
ETRVU,6/5/2013,19417968
HRATE,6/5/2013,156.7036
MIOPM,6/5/2013,41
MIREV,6/5/2013,542260.0801
MKPRU,6/5/2013,121.42
MKTCP,6/5/2013,1358109259
MWNTD,6/5/2013,11574
MWNUS,6/5/2013,301864
MWTRV,6/5/2013,0
NADDU,6/5/2013,65079
NETDF,6/5/2013,-610724.9831
NTRAN,6/5/2013,55918
NTRAT,6/5/2013,19063684
NTRBL,6/5/2013,290
NTREP,6/5/2013,56560
TOTBC,6/5/2013,11252875
TOUTV,6/5/2013,681339.3644
TRFEE,6/5/2013,43.3731
TRFUS,6/5/2013,5234.695
TRVOU,6/5/2013,2722441.6
TVTVR,6/5/2013,11.6071
ATRCT,6/6/2013,8.2333
AVBLS,6/6/2013,0.1544
BCDDC,6/6/2013,4037946729
BCDDE,6/6/2013,8957143
BCDDM,6/6/2013,8513776
BCDDW,6/6/2013,8790613
BCDDY,6/6/2013,439948
BLCHS,6/6/2013,7831
CPTRA,6/6/2013,8.2522
CPTRV,6/6/2013,2.3376
DIFF,6/6/2013,15605632.68
ETRAV,6/6/2013,210361.8795
ETRVU,6/6/2013,25643113.11
HRATE,6/6/2013,124.8974
MIOPM,6/6/2013,40
MIREV,6/6/2013,448349.2156
MKPRU,6/6/2013,110.295
MKTCP,6/6/2013,1241579898
MWNTD,6/6/2013,11574
MWNUS,6/6/2013,303259
MWTRV,6/6/2013,82615.1254
NADDU,6/6/2013,60504
NETDF,6/6/2013,-531835.716
NTRAN,6/6/2013,54331
NTRAT,6/6/2013,19118015
NTRBL,6/6/2013,232
NTREP,6/6/2013,26978
TOTBC,6/6/2013,11256900
TOUTV,6/6/2013,716027.7695
TRFEE,6/6/2013,40.4847
TRFUS,6/6/2013,4465.2592
TRVOU,6/6/2013,7662141.61
TVTVR,6/6/2013,10.2882
ATRCT,6/7/2013,7.7167
AVBLS,6/7/2013,0.1549
BCDDC,6/7/2013,4042651924
BCDDE,6/7/2013,4705195
BCDDM,6/7/2013,3632985
BCDDW,6/7/2013,4521681
BCDDY,6/7/2013,1211572
BLCHS,6/7/2013,8705.9361
CPTRA,6/7/2013,9.2648
CPTRV,6/7/2013,3.0538
DIFF,6/7/2013,15605632.68
ETRAV,6/7/2013,139006
ETRVU,6/7/2013,14984807
HRATE,6/7/2013,130.3277
MIOPM,6/7/2013,34
MIREV,6/7/2013,483513.3349
MKPRU,6/7/2013,107.8
MKTCP,6/7/2013,1338983556
MWNTD,6/7/2013,8782
MWNUS,6/7/2013,304451
MWTRV,6/7/2013,49798.9895
NADDU,6/7/2013,51054
NETDF,6/7/2013,-439472.156
NTRAN,6/7/2013,52188
NTRAT,6/7/2013,19078987
NTRBL,6/7/2013,324.1491
NTREP,6/7/2013,23662
TOTBC,6/7/2013,11254800
TOUTV,6/7/2013,428601.4053
TRFEE,6/7/2013,39.1618
TRFUS,6/7/2013,4659.0849
TRVOU,6/7/2013,2521636.935
TVTVR,6/7/2013,3.3972
ATRCT,6/8/2013,6.7
AVBLS,6/8/2013,0.1244
BCDDC,6/8/2013,4046584895
BCDDE,6/8/2013,3932971
BCDDM,6/8/2013,3491961
BCDDW,6/8/2013,3806389
BCDDY,6/8/2013,1954248
BLCHS,6/8/2013,7872
CPTRA,6/8/2013,8.9681
CPTRV,6/8/2013,1.8308
DIFF,6/8/2013,15605632.68
ETRAV,6/8/2013,230003
ETRVU,6/8/2013,22648459
HRATE,6/8/2013,130.3277
MIOPM,6/8/2013,33
MIREV,6/8/2013,414659.065
MKPRU,6/8/2013,111.5
MKTCP,6/8/2013,1109296699
MWNTD,6/8/2013,8782
MWNUS,6/8/2013,305653
MWTRV,6/8/2013,0
NADDU,6/8/2013,47541
NETDF,6/8/2013,-447835.0905
NTRAN,6/8/2013,46237
NTRAT,6/8/2013,19212225
NTRBL,6/8/2013,279
NTREP,6/8/2013,48218
TOTBC,6/8/2013,11265275
TOUTV,6/8/2013,399038.3557
TRFEE,6/8/2013,36.5016
TRFUS,6/8/2013,3594.3247
TRVOU,6/8/2013,7339966.95
TVTVR,6/8/2013,5.9425
ATRCT,6/9/2013,7.6667
AVBLS,6/9/2013,0.104
BCDDC,6/9/2013,4055477106
BCDDE,6/9/2013,8892211
BCDDM,6/9/2013,8085242
BCDDW,6/9/2013,8684061
BCDDY,6/9/2013,5087647
BLCHS,6/9/2013,7890
CPTRA,6/9/2013,11.2231
CPTRV,6/9/2013,1.6293
DIFF,6/9/2013,15605632.68
ETRAV,6/9/2013,261561.307
ETRVU,6/9/2013,28246005.54
HRATE,6/9/2013,139.6368
MIOPM,6/9/2013,26
MIREV,6/9/2013,475927.2243
MKPRU,6/9/2013,104.9685
MKTCP,6/9/2013,1216618040
MWNTD,6/9/2013,7240
MWNUS,6/9/2013,306999
MWTRV,6/9/2013,36874.3056
NADDU,6/9/2013,48672
NETDF,6/9/2013,-407519.804
NTRAN,6/9/2013,42406
NTRAT,6/9/2013,19254631
NTRBL,6/9/2013,235
NTREP,6/9/2013,20896
TOTBC,6/9/2013,11266025
TOUTV,6/9/2013,491518.5508
TRFEE,6/9/2013,34.1949
TRFUS,6/9/2013,3589.3866
TRVOU,6/9/2013,8842004.389
TVTVR,6/9/2013,1.7807
ATRCT,6/10/2013,7.05
AVBLS,6/10/2013,0.1187
BCDDC,6/10/2013,4057311430
BCDDE,6/10/2013,1834324
BCDDM,6/10/2013,1318120
BCDDW,6/10/2013,1624559
BCDDY,6/10/2013,432449
BLCHS,6/10/2013,8774.4277
CPTRA,6/10/2013,10.4796
CPTRV,6/10/2013,3.0763
DIFF,6/10/2013,15605632.68
ETRAV,6/10/2013,144557
ETRVU,6/10/2013,15612185
HRATE,6/10/2013,136.5338
MIOPM,6/10/2013,31
MIREV,6/10/2013,494760.6656
MKPRU,6/10/2013,108
MKTCP,6/10/2013,1217610900
MWNTD,6/10/2013,7240
MWNUS,6/10/2013,308385
MWTRV,6/10/2013,44768.6779
NADDU,6/10/2013,57169
NETDF,6/10/2013,-468768.9084
NTRAN,6/10/2013,45000
NTRAT,6/10/2013,19223705
NTRBL,6/10/2013,258.6207
NTREP,6/10/2013,23454
TOTBC,6/10/2013,11274175
TOUTV,6/10/2013,569521.5477
TRFEE,6/10/2013,34.4777
TRFUS,6/10/2013,3780.6656
TRVOU,6/10/2013,1603831.417
TVTVR,6/10/2013,1.9037
ATRCT,6/11/2013,7.2667
AVBLS,6/11/2013,0.1039
BCDDC,6/11/2013,4061674282
BCDDE,6/11/2013,4362852
BCDDM,6/11/2013,3888797
BCDDW,6/11/2013,4138974
BCDDY,6/11/2013,2907038
BLCHS,6/11/2013,7931
CPTRA,6/11/2013,11.7513
CPTRV,6/11/2013,2.8912
DIFF,6/11/2013,15605632.68
ETRAV,6/11/2013,174425
ETRVU,6/11/2013,18866105
HRATE,6/11/2013,136.5338
MIOPM,6/11/2013,33
MIREV,6/11/2013,545461.0164
MKPRU,6/11/2013,106.1
MKTCP,6/11/2013,1219978239
MWNTD,6/11/2013,7519
MWNUS,6/11/2013,309714
MWTRV,6/11/2013,0
NADDU,6/11/2013,56360
NETDF,6/11/2013,-470098.116
NTRAN,6/11/2013,46417
NTRAT,6/11/2013,19352256
NTRBL,6/11/2013,281
NTREP,6/11/2013,49663
TOTBC,6/11/2013,11279175
TOUTV,6/11/2013,598337.2909
TRFEE,6/11/2013,43.4772
TRFUS,6/11/2013,4702.5851
TRVOU,6/11/2013,6803929.872
TVTVR,6/11/2013,9.7343
ATRCT,6/12/2013,6.4333
AVBLS,6/12/2013,0.0997
BCDDC,6/12/2013,4065221991
BCDDE,6/12/2013,3547709
BCDDM,6/12/2013,3052035
BCDDW,6/12/2013,3294239
BCDDY,6/12/2013,2012327
BLCHS,6/12/2013,7950
CPTRA,6/12/2013,12.2412
CPTRV,6/12/2013,2.9206
DIFF,6/12/2013,15605632.68
ETRAV,6/12/2013,188996.9959
ETRVU,6/12/2013,20600672.55
HRATE,6/12/2013,149.7217
MIOPM,6/12/2013,33
MIREV,6/12/2013,530067
MKPRU,6/12/2013,109
MKTCP,6/12/2013,1229242050
MWNTD,6/12/2013,7519
MWNUS,6/12/2013,309714
MWTRV,6/12/2013,39521.9672
NADDU,6/12/2013,53645
NETDF,6/12/2013,-536107.4648
NTRAN,6/12/2013,43302
NTRAT,6/12/2013,19395558
NTRBL,6/12/2013,322
NTREP,6/12/2013,22741
TOTBC,6/12/2013,11277450
TOUTV,6/12/2013,533607.002
TRFEE,6/12/2013,38.9385
TRFUS,6/12/2013,4244.2983
TRVOU,6/12/2013,1087043.749
TVTVR,6/12/2013,9.3892
ATRCT,6/13/2013,5.8833
AVBLS,6/13/2013,0.1081
BCDDC,6/13/2013,4066956375
