code,date,value
AVBLS,3/9/2015,0.4278
BCDDC,3/9/2015,8338255905
BCDDE,3/9/2015,10987858
BCDDM,3/9/2015,10538890
BCDDW,3/9/2015,10714822
BCDDY,3/9/2015,312469
BLCHS,3/9/2015,30042
CPTRA,3/9/2015,9.9227
CPTRV,3/9/2015,1.2761
DIFF,3/9/2015,47427554951
ETRAV,3/9/2015,297083
ETRVU,3/9/2015,87360262
HRATE,3/9/2015,311208.0239
MIOPM,3/9/2015,-76337
MIREV,3/9/2015,1114781.46
MKPRU,3/9/2015,275
MKTCP,3/9/2015,3828309375
MWNTD,3/9/2015,59261
MWNUS,3/9/2015,3079550
MWTRV,3/9/2015,0
NADDU,3/9/2015,210072
NETDF,3/9/2015,-944655.4027
NTRAN,3/9/2015,112347
NTRAT,3/9/2015,61991700
NTRBL,3/9/2015,574
NTREP,3/9/2015,105536
TOTBC,3/9/2015,13921125
TOUTV,3/9/2015,1127088.021
TRFEE,3/9/2015,16.8129
TRFUS,3/9/2015,4943.9918
TRVOU,3/9/2015,1221588.5
TVTVR,3/9/2015,18.2964
ATRCT,3/10/2015,8.0833
AVBLS,3/10/2015,0.3558
BCDDC,3/10/2015,8342521104
BCDDE,3/10/2015,4265199
BCDDM,3/10/2015,3371758
BCDDW,3/10/2015,3901765
BCDDY,3/10/2015,1395100
BLCHS,3/10/2015,30101
CPTRA,3/10/2015,11.8763
CPTRV,3/10/2015,1.5252
DIFF,3/10/2015,47427554951
ETRAV,3/10/2015,305980.7846
ETRVU,3/10/2015,87819544.97
HRATE,3/10/2015,391367.6664
MIOPM,3/10/2015,-74627
MIREV,3/10/2015,1221552.85
MKPRU,3/10/2015,293.29
MKTCP,3/10/2015,4085522368
MWNTD,3/10/2015,59261
MWNUS,3/10/2015,3084290
MWTRV,3/10/2015,264609.8761
NADDU,3/10/2015,202831
NETDF,3/10/2015,-1105132.508
NTRAN,3/10/2015,102856
NTRAT,3/10/2015,62094556
NTRBL,3/10/2015,746
NTREP,3/10/2015,95980
TOTBC,3/10/2015,13929975
TOUTV,3/10/2015,964364.1318
TRFEE,3/10/2015,15.4658
TRFUS,3/10/2015,4535.9669
TRVOU,3/10/2015,2017351.323
TVTVR,3/10/2015,19.2358
ATRCT,3/11/2015,7.2
AVBLS,3/11/2015,0.4073
BCDDC,3/11/2015,8366901145
BCDDE,3/11/2015,24380041
BCDDM,3/11/2015,23519698
BCDDW,3/11/2015,24131451
BCDDY,3/11/2015,21316459
BLCHS,3/11/2015,32360.0328
CPTRA,3/11/2015,11.6334
CPTRV,3/11/2015,1.6427
DIFF,3/11/2015,47427554951
ETRAV,3/11/2015,203267
ETRVU,3/11/2015,60449520
HRATE,3/11/2015,313565.6604
MIOPM,3/11/2015,-74870
MIREV,3/11/2015,1368494.252
MKPRU,3/11/2015,297.39
MKTCP,3/11/2015,4143624087
MWNTD,3/11/2015,49736
MWNUS,3/11/2015,3089404
MWTRV,3/11/2015,191985.4315
NADDU,3/11/2015,193924
NETDF,3/11/2015,-1212617.533
NTRAN,3/11/2015,100765
NTRAT,3/11/2015,62020863
NTRBL,3/11/2015,654.3182
NTREP,3/11/2015,92444
TOTBC,3/11/2015,13933300
TOUTV,3/11/2015,1105245.833
TRFEE,3/11/2015,15.3223
TRFUS,3/11/2015,5494.2516
TRVOU,3/11/2015,2264480.103
TVTVR,3/11/2015,35.637
ATRCT,3/12/2015,8.9167
AVBLS,3/12/2015,0.3753
BCDDC,3/12/2015,8379742532
BCDDE,3/12/2015,12841387
BCDDM,3/12/2015,12447906
BCDDW,3/12/2015,12644973
BCDDY,3/12/2015,3698960
BLCHS,3/12/2015,30213
CPTRA,3/12/2015,10.4379
CPTRV,3/12/2015,1.8176
DIFF,3/12/2015,47427554951
ETRAV,3/12/2015,191896
ETRVU,3/12/2015,55555889
HRATE,3/12/2015,313565.6604
MIOPM,3/12/2015,-73792
MIREV,3/12/2015,1009810.88
MKPRU,3/12/2015,296.56
MKTCP,3/12/2015,4131992722
MWNTD,3/12/2015,49736
MWNUS,3/12/2015,3094389
MWTRV,3/12/2015,0
NADDU,3/12/2015,198297
NETDF,3/12/2015,-984551.7596
NTRAN,3/12/2015,96745
NTRAT,3/12/2015,62288955
NTRBL,3/12/2015,730
NTREP,3/12/2015,97095
TOTBC,3/12/2015,13933075
TOUTV,3/12/2015,1062851.208
TRFEE,3/12/2015,13.8787
TRFUS,3/12/2015,4018.0132
TRVOU,3/12/2015,1989294.824
TVTVR,3/12/2015,26.6947
ATRCT,3/13/2015,7.5667
AVBLS,3/13/2015,0.365
BCDDC,3/13/2015,8387252947
BCDDE,3/13/2015,7510415
BCDDM,3/13/2015,7069373
BCDDW,3/13/2015,7296930
BCDDY,3/13/2015,6184944
BLCHS,3/13/2015,30261
CPTRA,3/13/2015,10.7569
CPTRV,3/13/2015,1.8809
DIFF,3/13/2015,47427554951
ETRAV,3/13/2015,202787.7481
ETRVU,3/13/2015,59802106.93
HRATE,3/13/2015,315923.297
MIOPM,3/13/2015,-75839
MIREV,3/13/2015,955514.02
MKPRU,3/13/2015,284.21
MKTCP,3/13/2015,3961922926
MWNTD,3/13/2015,45156
MWNUS,3/13/2015,3098868
MWTRV,3/13/2015,190587.9688
NADDU,3/13/2015,196893
NETDF,3/13/2015,-1002029.237
NTRAN,3/13/2015,88828
NTRAT,3/13/2015,62377783
NTRBL,3/13/2015,716
NTREP,3/13/2015,80884
TOTBC,3/13/2015,13940125
TOUTV,3/13/2015,845760.3666
TRFEE,3/13/2015,12.3819
TRFUS,3/13/2015,3519.0638
TRVOU,3/13/2015,1667974.394
TVTVR,3/13/2015,19.6357
ATRCT,3/14/2015,8.15
AVBLS,3/14/2015,0.3942
BCDDC,3/14/2015,8388481338
BCDDE,3/14/2015,1228391
BCDDM,3/14/2015,934239
BCDDW,3/14/2015,1048265
BCDDY,3/14/2015,312975
BLCHS,3/14/2015,32537.8476
CPTRA,3/14/2015,11.0354
CPTRV,3/14/2015,4.1681
DIFF,3/14/2015,47427554951
ETRAV,3/14/2015,88434
ETRVU,3/14/2015,25077189
HRATE,3/14/2015,346572.572
MIOPM,3/14/2015,-77267
MIREV,3/14/2015,1051243.333
MKPRU,3/14/2015,283.57
MKTCP,3/14/2015,3954043366
MWNTD,3/14/2015,45156
MWNUS,3/14/2015,3103168
MWTRV,3/14/2015,151747.7585
NADDU,3/14/2015,222639
NETDF,3/14/2015,-948584.4362
NTRAN,3/14/2015,89511
NTRAT,3/14/2015,62314941
NTRBL,3/14/2015,683.2901
NTREP,3/14/2015,73041
TOTBC,3/14/2015,13943800
TOUTV,3/14/2015,567261.9925
TRFEE,3/14/2015,12.3494
TRFUS,3/14/2015,3758.0834
TRVOU,3/14/2015,696621.6761
TVTVR,3/14/2015,25.6829
ATRCT,3/15/2015,7.5333
AVBLS,3/15/2015,0.4118
BCDDC,3/15/2015,8390864706
BCDDE,3/15/2015,2383368
BCDDM,3/15/2015,2170477
BCDDW,3/15/2015,2279136
BCDDY,3/15/2015,1536065
BLCHS,3/15/2015,30361
CPTRA,3/15/2015,9.7829
CPTRV,3/15/2015,2.5587
DIFF,3/15/2015,47427554951
ETRAV,3/15/2015,128540
ETRVU,3/15/2015,37389584
HRATE,3/15/2015,346572.572
MIOPM,3/15/2015,-77487
MIREV,3/15/2015,956704.32
MKPRU,3/15/2015,282.2
MKTCP,3/15/2015,3935144955
MWNTD,3/15/2015,49128
MWNUS,3/15/2015,3107910
MWTRV,3/15/2015,0
NADDU,3/15/2015,206461
NETDF,3/15/2015,-1038758.101
NTRAN,3/15/2015,97794
NTRAT,3/15/2015,62560054
NTRBL,3/15/2015,702
NTREP,3/15/2015,84934
TOTBC,3/15/2015,13944525
TOUTV,3/15/2015,580275.5129
TRFEE,3/15/2015,14.0439
TRFUS,3/15/2015,4085.0881
TRVOU,3/15/2015,1555762.956
TVTVR,3/15/2015,35.9983
ATRCT,3/16/2015,8.9833
AVBLS,3/16/2015,0.3757
BCDDC,3/16/2015,8394138524
BCDDE,3/16/2015,3273818
BCDDM,3/16/2015,2923276
BCDDW,3/16/2015,3095784
BCDDY,3/16/2015,1832787
BLCHS,3/16/2015,30414
CPTRA,3/16/2015,9.8823
CPTRV,3/16/2015,2.2672
DIFF,3/16/2015,47427554951
ETRAV,3/16/2015,160588.8263
ETRVU,3/16/2015,46055269.49
HRATE,3/16/2015,337142.0259
MIOPM,3/16/2015,-75441
MIREV,3/16/2015,1030114.78
MKPRU,3/16/2015,287.02
MKTCP,3/16/2015,4004115563
MWNTD,3/16/2015,49128
MWNUS,3/16/2015,3112613
MWTRV,3/16/2015,178120.121
NADDU,3/16/2015,215332
NETDF,3/16/2015,-948546.9119
NTRAN,3/16/2015,104238
NTRAT,3/16/2015,62664292
NTRBL,3/16/2015,634
NTREP,3/16/2015,93255
TOTBC,3/16/2015,13950650
TOUTV,3/16/2015,879535.3388
TRFEE,3/16/2015,14.7542
TRFUS,3/16/2015,4234.7554
TRVOU,3/16/2015,1638629.867
TVTVR,3/16/2015,19.4295
ATRCT,3/17/2015,7.45
AVBLS,3/17/2015,0.4115
BCDDC,3/17/2015,8399170350
BCDDE,3/17/2015,5031826
BCDDM,3/17/2015,4526623
BCDDW,3/17/2015,4761669
BCDDY,3/17/2015,1522679
BLCHS,3/17/2015,32699.904
CPTRA,3/17/2015,10.4944
CPTRV,3/17/2015,1.561
DIFF,3/17/2015,47427554951
ETRAV,3/17/2015,226782
ETRVU,3/17/2015,60289864
HRATE,3/17/2015,332426.7528
MIOPM,3/17/2015,-76484
MIREV,3/17/2015,1118080.7
MKPRU,3/17/2015,265.85
MKTCP,3/17/2015,3709717424
MWNTD,3/17/2015,49994
MWNUS,3/17/2015,3117033
MWTRV,3/17/2015,190759.5678
NADDU,3/17/2015,191204
NETDF,3/17/2015,-1021861.745
NTRAN,3/17/2015,99561
NTRAT,3/17/2015,62595971
NTRBL,3/17/2015,777.8203
NTREP,3/17/2015,89818
TOTBC,3/17/2015,13954175
TOUTV,3/17/2015,1313065.331
TRFEE,3/17/2015,14.102
TRFUS,3/17/2015,4352.7003
TRVOU,3/17/2015,3990297.827
TVTVR,3/17/2015,29.0162
ATRCT,3/18/2015,8.0167
AVBLS,3/18/2015,0.4125
BCDDC,3/18/2015,8404479094
BCDDE,3/18/2015,5308744
BCDDM,3/18/2015,4664942
BCDDW,3/18/2015,5026740
BCDDY,3/18/2015,2623557
BLCHS,3/18/2015,30525
CPTRA,3/18/2015,9.1383
CPTRV,3/18/2015,1.5496
DIFF,3/18/2015,47427554951
ETRAV,3/18/2015,231736
ETRVU,3/18/2015,60394974
HRATE,3/18/2015,332426.7528
MIOPM,3/18/2015,-82555
MIREV,3/18/2015,935886.42
MKPRU,3/18/2015,284.48
MKTCP,3/18/2015,3637668805
MWNTD,3/18/2015,49994
MWNUS,3/18/2015,3121374
MWTRV,3/18/2015,0
NADDU,3/18/2015,190851
NETDF,3/18/2015,-933079.7911
NTRAN,3/18/2015,102414
NTRAT,3/18/2015,62869691
NTRBL,3/18/2015,577
NTREP,3/18/2015,99607
TOTBC,3/18/2015,13957750
TOUTV,3/18/2015,1527886.934
TRFEE,3/18/2015,16.0342
TRFUS,3/18/2015,4178.822
TRVOU,3/18/2015,1833379.722
TVTVR,3/18/2015,15.1091
ATRCT,3/19/2015,8.1667
AVBLS,3/19/2015,0.3853
BCDDC,3/19/2015,8409837880
BCDDE,3/19/2015,5358786
BCDDM,3/19/2015,4814081
BCDDW,3/19/2015,5168424
BCDDY,3/19/2015,2348460
BLCHS,3/19/2015,30579
CPTRA,3/19/2015,8.9221
CPTRV,3/19/2015,1.6531
DIFF,3/19/2015,47427554951
ETRAV,3/19/2015,244546.5724
ETRVU,3/19/2015,62846023.64
HRATE,3/19/2015,332426.7528
MIOPM,3/19/2015,-84195
MIREV,3/19/2015,919951.8
MKPRU,3/19/2015,259.8
MKTCP,3/19/2015,3586603838
MWNTD,3/19/2015,46581
MWNUS,3/19/2015,3125378
MWTRV,3/19/2015,229340.1555
NADDU,3/19/2015,191319
NETDF,3/19/2015,-927537.678
NTRAN,3/19/2015,103109
NTRAT,3/19/2015,62972800
NTRBL,3/19/2015,565
NTREP,3/19/2015,93346
TOTBC,3/19/2015,13956200
TOUTV,3/19/2015,898988.249
TRFEE,3/19/2015,16.105
TRFUS,3/19/2015,4184.0748
TRVOU,3/19/2015,2211571.493
TVTVR,3/19/2015,11.895
ATRCT,3/20/2015,7.75
AVBLS,3/20/2015,0.408
BCDDC,3/20/2015,8412849119
BCDDE,3/20/2015,3011239
BCDDM,3/20/2015,2522890
BCDDW,3/20/2015,2821856
BCDDY,3/20/2015,1159032
BLCHS,3/20/2015,32872.373
CPTRA,3/20/2015,8.8076
CPTRV,3/20/2015,2.6373
DIFF,3/20/2015,47427554951
ETRAV,3/20/2015,136085
ETRVU,3/20/2015,35086759
HRATE,3/20/2015,337142.0259
MIOPM,3/20/2015,-84456
MIREV,3/20/2015,945367.3787
MKPRU,3/20/2015,257.83
MKTCP,3/20/2015,3600557276
MWNTD,3/20/2015,46581
MWNUS,3/20/2015,3125378
MWTRV,3/20/2015,133124.1454
NADDU,3/20/2015,218099
NETDF,3/20/2015,-911610.9252
NTRAN,3/20/2015,103532
NTRAT,3/20/2015,62899747
NTRBL,3/20/2015,761.2647
NTREP,3/20/2015,83857
TOTBC,3/20/2015,13964850
TOUTV,3/20/2015,671989.2006
TRFEE,3/20/2015,16.0965
TRFUS,3/20/2015,4363.3787
TRVOU,3/20/2015,1199329.84
TVTVR,3/20/2015,21.2561
ATRCT,3/21/2015,8.5333
AVBLS,3/21/2015,0.3516
BCDDC,3/21/2015,8416663015
BCDDE,3/21/2015,3813896
BCDDM,3/21/2015,3382264
BCDDW,3/21/2015,3696758
BCDDY,3/21/2015,2035734
BLCHS,3/21/2015,30678
CPTRA,3/21/2015,10.3081
CPTRV,3/21/2015,3.4734
DIFF,3/21/2015,47427554951
ETRAV,3/21/2015,96073
ETRVU,3/21/2015,25026903
HRATE,3/21/2015,337142.0259
MIOPM,3/21/2015,-85155
MIREV,3/21/2015,869288.5
MKPRU,3/21/2015,262.1
MKTCP,3/21/2015,3638709588
MWNTD,3/21/2015,40201
MWNUS,3/21/2015,3133429
MWTRV,3/21/2015,0
NADDU,3/21/2015,214152
NETDF,3/21/2015,-917959.2898
NTRAN,3/21/2015,84331
NTRAT,3/21/2015,63157589
NTRBL,3/21/2015,618
NTREP,3/21/2015,92836
TOTBC,3/21/2015,13968175
TOUTV,3/21/2015,648767.1488
TRFEE,3/21/2015,12.0397
TRFUS,3/21/2015,3136.3298
TRVOU,3/21/2015,1489959.87
TVTVR,3/21/2015,29.2553
ATRCT,3/22/2015,7.7833
AVBLS,3/22/2015,0.3933
BCDDC,3/22/2015,8418687418
BCDDE,3/22/2015,2024403
BCDDM,3/22/2015,1826652
BCDDW,3/22/2015,1903271
BCDDY,3/22/2015,443915
BLCHS,3/22/2015,30737
CPTRA,3/22/2015,9.5513
CPTRV,3/22/2015,3.5376
DIFF,3/22/2015,47427554951
ETRAV,3/22/2015,106400.9557
ETRVU,3/22/2015,27663184.47
HRATE,3/22/2015,358360.7548
MIOPM,3/22/2015,-84307
MIREV,3/22/2015,1015589.19
MKPRU,3/22/2015,266.07
MKTCP,3/22/2015,3631475323
MWNTD,3/22/2015,40201
MWNUS,3/22/2015,3138102
MWTRV,3/22/2015,175606.2292
NADDU,3/22/2015,229566
NETDF,3/22/2015,-863026.1702
NTRAN,3/22/2015,106330
NTRAT,3/22/2015,63263919
NTRBL,3/22/2015,600
NTREP,3/22/2015,92109
TOTBC,3/22/2015,13967750
TOUTV,3/22/2015,777604.4346
TRFEE,3/22/2015,17.3759
TRFUS,3/22/2015,4623.2172
TRVOU,3/22/2015,2600779.006
TVTVR,3/22/2015,33.8465
ATRCT,3/23/2015,7.2667
AVBLS,3/23/2015,0.4161
BCDDC,3/23/2015,8421212279
BCDDE,3/23/2015,2524861
BCDDM,3/23/2015,1496143
BCDDW,3/23/2015,2228296
BCDDY,3/23/2015,392419
BLCHS,3/23/2015,33035.9722
CPTRA,3/23/2015,9.9056
CPTRV,3/23/2015,1.9056
DIFF,3/23/2015,46717549645
ETRAV,3/23/2015,219823
ETRVU,3/23/2015,54478819
HRATE,3/23/2015,387831.1122
MIOPM,3/23/2015,-82469
MIREV,3/23/2015,1149817.609
MKPRU,3/23/2015,247.83
MKTCP,3/23/2015,3463709255
MWNTD,3/23/2015,45131
MWNUS,3/23/2015,3142557
MWTRV,3/23/2015,199195.3757
NADDU,3/23/2015,185435
NETDF,3/23/2015,-1006442.783
NTRAN,3/23/2015,106019
NTRAT,3/23/2015,63187603
NTRBL,3/23/2015,731.1655
NTREP,3/23/2015,88390
TOTBC,3/23/2015,13976150
TOUTV,3/23/2015,995369.8884
TRFEE,3/23/2015,17.572
TRFUS,3/23/2015,5186.3593
TRVOU,3/23/2015,4563612.295
TVTVR,3/23/2015,17.9514
ATRCT,3/24/2015,6.85
AVBLS,3/24/2015,0.2846
BCDDC,3/24/2015,8424539347
BCDDE,3/24/2015,3327068
BCDDM,3/24/2015,2292959
BCDDW,3/24/2015,3093222
BCDDY,3/24/2015,1085321
BLCHS,3/24/2015,30834
CPTRA,3/24/2015,10.8938
CPTRV,3/24/2015,1.8437
DIFF,3/24/2015,46717549645
ETRAV,3/24/2015,225910
ETRVU,3/24/2015,55501612
HRATE,3/24/2015,387831.1122
MIOPM,3/24/2015,-87316
MIREV,3/24/2015,1023257.2
MKPRU,3/24/2015,265.99
MKTCP,3/24/2015,3434680104
MWNTD,3/24/2015,45131
MWNUS,3/24/2015,3146872
MWTRV,3/24/2015,0
NADDU,3/24/2015,182792
NETDF,3/24/2015,-1031139.111
NTRAN,3/24/2015,93930
NTRAT,3/24/2015,63454246
NTRBL,3/24/2015,719
NTREP,3/24/2015,92927
TOTBC,3/24/2015,13980300
TOUTV,3/24/2015,962933.2127
TRFEE,3/24/2015,15.3178
TRFUS,3/24/2015,3763.2672
TRVOU,3/24/2015,2315865.874
TVTVR,3/24/2015,11.9377
ATRCT,3/25/2015,6.4
AVBLS,3/25/2015,0.3372
BCDDC,3/25/2015,8428305333
BCDDE,3/25/2015,3765986
BCDDM,3/25/2015,3276239
BCDDW,3/25/2015,3532867
BCDDY,3/25/2015,1959803
BLCHS,3/25/2015,30884
CPTRA,3/25/2015,9.5756
CPTRV,3/25/2015,1.9335
DIFF,3/25/2015,46717549645
ETRAV,3/25/2015,233596.0579
ETRVU,3/25/2015,57231034.18
HRATE,3/25/2015,346028.9564
MIOPM,3/25/2015,-88058
MIREV,3/25/2015,942153.22
MKPRU,3/25/2015,251.98
MKTCP,3/25/2015,3424946875
MWNTD,3/25/2015,42076
MWNUS,3/25/2015,3151518
MWTRV,3/25/2015,187607.9995
NADDU,3/25/2015,186186
NETDF,3/25/2015,-1015808.733
NTRAN,3/25/2015,98391
NTRAT,3/25/2015,63552637
NTRBL,3/25/2015,706
NTREP,3/25/2015,89463
TOTBC,3/25/2015,13979375
TOUTV,3/25/2015,970255.8947
TRFEE,3/25/2015,14.0741
TRFUS,3/25/2015,3546.4019
TRVOU,3/25/2015,1879171.379
TVTVR,3/25/2015,14.6036
ATRCT,3/26/2015,7.6167
AVBLS,3/26/2015,0.368
BCDDC,3/26/2015,8431485673
BCDDE,3/26/2015,3180340
BCDDM,3/26/2015,2581381
BCDDW,3/26/2015,2932608
BCDDY,3/26/2015,204256
BLCHS,3/26/2015,33197.2536
CPTRA,3/26/2015,10.486
CPTRV,3/26/2015,1.8974
DIFF,3/26/2015,46717549645
ETRAV,3/26/2015,227414
ETRVU,3/26/2015,56541941
HRATE,3/26/2015,399442.8222
MIOPM,3/26/2015,-85842
MIREV,3/26/2015,1128027.226
MKPRU,3/26/2015,248.63
MKTCP,3/26/2015,3477917245
MWNTD,3/26/2015,42076
MWNUS,3/26/2015,3157241
MWTRV,3/26/2015,256222.2048
NADDU,3/26/2015,202290
NETDF,3/26/2015,-935079.0981
NTRAN,3/26/2015,101181
NTRAT,3/26/2015,63483022
NTRBL,3/26/2015,683.6554
NTREP,3/26/2015,94188
TOTBC,3/26/2015,13988325
TOUTV,3/26/2015,1081116.668
TRFEE,3/26/2015,14.5275
TRFUS,3/26/2015,3813.2259
TRVOU,3/26/2015,1762548.2
TVTVR,3/26/2015,25.2945
ATRCT,3/27/2015,7
AVBLS,3/27/2015,0.3299
BCDDC,3/27/2015,8436365233
BCDDE,3/27/2015,4879560
BCDDM,3/27/2015,4063556
BCDDW,3/27/2015,4681556
BCDDY,3/27/2015,1122973
BLCHS,3/27/2015,30986
CPTRA,3/27/2015,10.5073
CPTRV,3/27/2015,2.8042
DIFF,3/27/2015,46717549645
ETRAV,3/27/2015,134157
ETRVU,3/27/2015,33743136
HRATE,3/27/2015,399442.8222
MIOPM,3/27/2015,-87023
MIREV,3/27/2015,946218.24
MKPRU,3/27/2015,249.23
MKTCP,3/27/2015,3519286704
MWNTD,3/27/2015,40658
MWNUS,3/27/2015,3161766
MWTRV,3/27/2015,0
NADDU,3/27/2015,208232
NETDF,3/27/2015,-1065285.645
NTRAN,3/27/2015,90053
NTRAT,3/27/2015,63748992
NTRBL,3/27/2015,786
NTREP,3/27/2015,99491
TOTBC,3/27/2015,13992075
TOUTV,3/27/2015,1009654.614
TRFEE,3/27/2015,12.8966
TRFUS,3/27/2015,3243.747
TRVOU,3/27/2015,2090932.531
TVTVR,3/27/2015,32.0797
ATRCT,3/28/2015,7.8833
AVBLS,3/28/2015,0.3239
BCDDC,3/28/2015,8438311205
BCDDE,3/28/2015,1945972
BCDDM,3/28/2015,1712039
BCDDW,3/28/2015,1823203
BCDDY,3/28/2015,618464
BLCHS,3/28/2015,31034
CPTRA,3/28/2015,10.5678
CPTRV,3/28/2015,3.2315
DIFF,3/28/2015,46717549645
ETRAV,3/28/2015,125743.5229
ETRVU,3/28/2015,31130323.96
HRATE,3/28/2015,350673.6404
MIOPM,3/28/2015,-86047
MIREV,3/28/2015,924217.35
MKPRU,3/28/2015,244.05
MKTCP,3/28/2015,3463745681
MWNTD,3/28/2015,40658
MWNUS,3/28/2015,3166526
MWTRV,3/28/2015,109161.4721
NADDU,3/28/2015,200239
NETDF,3/28/2015,-939956.253
NTRAN,3/28/2015,87456
NTRAT,3/28/2015,63836448
NTRBL,3/28/2015,687
NTREP,3/28/2015,78466
TOTBC,3/28/2015,13990975
TOUTV,3/28/2015,542197.7672
TRFEE,3/28/2015,12.1938
TRFUS,3/28/2015,2975.8949
TRVOU,3/28/2015,1394413.524
TVTVR,3/28/2015,23.2054
ATRCT,3/29/2015,7.3
AVBLS,3/29/2015,0.3527
BCDDC,3/29/2015,8439645265
BCDDE,3/29/2015,1334060
BCDDM,3/29/2015,1071748
BCDDW,3/29/2015,1193275
BCDDY,3/29/2015,337273
BLCHS,3/29/2015,33354.2731
CPTRA,3/29/2015,11.5266
CPTRV,3/29/2015,2.0673
DIFF,3/29/2015,46717549645
ETRAV,3/29/2015,172399
ETRVU,3/29/2015,42268706
HRATE,3/29/2015,329772.5625
MIOPM,3/29/2015,-88686
MIREV,3/29/2015,1110135.867
MKPRU,3/29/2015,245.18
MKTCP,3/29/2015,3432372892
MWNTD,3/29/2015,44578
MWNUS,3/29/2015,3171970
MWTRV,3/29/2015,195997.4529
NADDU,3/29/2015,202713
NETDF,3/29/2015,-918312.8551
NTRAN,3/29/2015,90516
NTRAT,3/29/2015,63772495
NTRBL,3/29/2015,591.6078
NTREP,3/29/2015,92978
TOTBC,3/29/2015,13999400
TOUTV,3/29/2015,809237.4931
TRFEE,3/29/2015,12.7643
TRFUS,3/29/2015,3435.8667
TRVOU,3/29/2015,2020679.428
TVTVR,3/29/2015,22.3043
ATRCT,3/30/2015,7.95
AVBLS,3/30/2015,0.361
BCDDC,3/30/2015,8442465514
BCDDE,3/30/2015,2820249
BCDDM,3/30/2015,2205742
BCDDW,3/30/2015,2478280
BCDDY,3/30/2015,572850
BLCHS,3/30/2015,31140
CPTRA,3/30/2015,8.6261
CPTRV,3/30/2015,2.1463
DIFF,3/30/2015,46717549645
ETRAV,3/30/2015,174210
ETRVU,3/30/2015,42318994
HRATE,3/30/2015,329772.5625
MIOPM,3/30/2015,-88209
MIREV,3/30/2015,908277.88
MKPRU,3/30/2015,242.34
MKTCP,3/30/2015,3401639125
MWNTD,3/30/2015,44578
MWNUS,3/30/2015,3177707
MWTRV,3/30/2015,0
NADDU,3/30/2015,203189
NETDF,3/30/2015,-866758.6291
NTRAN,3/30/2015,105294
NTRAT,3/30/2015,64043847
NTRBL,3/30/2015,622
NTREP,3/30/2015,106355
TOTBC,3/30/2015,14003125
TOUTV,3/30/2015,864869.1159
TRFEE,3/30/2015,14.7362
TRFUS,3/30/2015,3579.7094
TRVOU,3/30/2015,1621283.681
TVTVR,3/30/2015,20.9181
ATRCT,3/31/2015,7.8
AVBLS,3/31/2015,0.443
BCDDC,3/31/2015,8444542399
BCDDE,3/31/2015,2076885
BCDDM,3/31/2015,1430032
BCDDW,3/31/2015,1822870
BCDDY,3/31/2015,350228
BLCHS,3/31/2015,31202
CPTRA,3/31/2015,6.8406
CPTRV,3/31/2015,2.1405
DIFF,3/31/2015,46717549645
ETRAV,3/31/2015,204049.1811
ETRVU,3/31/2015,50604196.91
HRATE,3/31/2015,329772.5625
MIOPM,3/31/2015,-89047
MIREV,3/31/2015,865953.6
MKPRU,3/31/2015,242.7
MKTCP,3/31/2015,3472657200
MWNTD,3/31/2015,57359
MWNUS,3/31/2015,3183329
MWTRV,3/31/2015,341603.7889
NADDU,3/31/2015,226307
NETDF,3/31/2015,-901297.2906
NTRAN,3/31/2015,126590
NTRAT,3/31/2015,64170437
NTRBL,3/31/2015,782
NTREP,3/31/2015,115358
TOTBC,3/31/2015,14002650
TOUTV,3/31/2015,1065013.433
TRFEE,3/31/2015,18.1156
TRFUS,3/31/2015,4396.6655
TRVOU,3/31/2015,1486479.409
TVTVR,3/31/2015,21.909
ATRCT,4/1/2015,8.1833
AVBLS,4/1/2015,0.4694
BCDDC,4/1/2015,8449996882
BCDDE,4/1/2015,5454483
BCDDM,4/1/2015,4821524
BCDDW,4/1/2015,5198695
BCDDY,4/1/2015,792491
BLCHS,4/1/2015,33527.1443
CPTRA,4/1/2015,7.0604
CPTRV,4/1/2015,1.7401
DIFF,4/1/2015,46717549645
ETRAV,4/1/2015,212109
ETRVU,4/1/2015,53544855
HRATE,4/1/2015,341384.2724
MIOPM,4/1/2015,-89011
MIREV,4/1/2015,942541.7766
MKPRU,4/1/2015,252.44
MKTCP,4/1/2015,3536772754
MWNTD,4/1/2015,57359
MWNUS,4/1/2015,3188600
MWTRV,4/1/2015,287129.0919
NADDU,4/1/2015,214884
NETDF,4/1/2015,-857188.3345
NTRAN,4/1/2015,119343
NTRAT,4/1/2015,64083766
NTRBL,4/1/2015,904.1136
NTREP,4/1/2015,104713
TOTBC,4/1/2015,14010350
TOUTV,4/1/2015,919886.2699
TRFEE,4/1/2015,16.8387
TRFUS,4/1/2015,4566.2766
TRVOU,4/1/2015,2073907.999
TVTVR,4/1/2015,29.2703
ATRCT,4/2/2015,7.1667
AVBLS,4/2/2015,0.3465
BCDDC,4/2/2015,8462203485
BCDDE,4/2/2015,12206603
BCDDM,4/2/2015,11575276
BCDDW,4/2/2015,11986800
BCDDY,4/2/2015,4906324
BLCHS,4/2/2015,31313
CPTRA,4/2/2015,9.2896
CPTRV,4/2/2015,2.3999
DIFF,4/2/2015,46717549645
ETRAV,4/2/2015,157884
ETRVU,4/2/2015,40164086
HRATE,4/2/2015,341384.2724
MIOPM,4/2/2015,-85634
MIREV,4/2/2015,963883.71
MKPRU,4/2/2015,246.49
MKTCP,4/2/2015,3565053259
